,project_owner,restriction,basic_price,competitors,bidding_month,bidding_quarter,max_target_rate,min_target_rate,mean_target_rate,std_target_rate,count_bidding,target_rate,winner_rate
3429,한국전력공사 광주전남지역본부,전남,71184974,246,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,100.16404,100.1792
3430,한국전력공사 광주전남지역본부,전남,71642947,239,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,100.82579,100.8788
3431,한국전력공사 광주전남지역본부,전남,84799286,246,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,99.19951,99.2135
3432,한국전력공사 광주전남지역본부,전남,80243496,626,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,99.28259,99.287
3434,한국전력공사 광주전남지역본부,전남,77994405,243,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,100.91745999999999,101.1438
3435,한국전력공사 광주전남지역본부,전남,76269035,243,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,99.85,99.9352
3436,한국전력공사 광주전남지역본부,전남,72023598,639,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,100.08816,100.1134
3437,한국전력공사 광주전남지역본부,전남,75662474,243,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,99.9309,99.9325
3438,한국전력공사 광주전남지역본부,전남,72990845,243,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,99.93778,100.0468
3439,한국전력공사 광주전남지역본부,전남,73208700,656,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,100.20555999999999,100.2135
3440,한국전력공사 광주전남지역본부,전남,69815508,238,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,99.84559,99.8789
3441,한국전력공사 광주전남지역본부,전남,72267149,239,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,99.62234000000001,99.8789
3442,한국전력공사 광주전남지역본부,전남,76543507,636,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,100.64431,100.6497
3443,한국전력공사 광주전남지역본부,전남,80845120,249,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,100.29767,100.4689
3444,한국전력공사 광주전남지역본부,전남,79933432,248,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,99.50075,99.5581
3445,한국전력공사 광주전남지역본부,전남,72024782,249,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,99.80064,99.8038
3446,한국전력공사 광주전남지역본부,전남,69756451,637,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,100.41574,100.4253
3447,한국전력공사 광주전남지역본부,전남,71096175,633,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,100.1386,100.177
3448,한국전력공사 광주전남지역본부,전남,71241670,236,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,100.09103,100.1028
3449,한국전력공사 광주전남지역본부,전남,72725818,709,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,99.36411,99.366
3450,한국전력공사 광주전남지역본부,전남,70951507,236,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,100.43699000000001,100.7312
3451,한국전력공사 광주전남지역본부,전남,71123253,709,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,99.37111,99.3818
3452,한국전력공사 광주전남지역본부,전남,72479293,233,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,99.05441,99.2135
3454,한국전력공사 광주전남지역본부,전남,76505360,231,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,99.20749,99.2135
3455,한국전력공사 광주전남지역본부,전남,71919226,236,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,100.30258,100.3458
3456,한국전력공사 광주전남지역본부,전남,70984607,236,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,99.33596,99.3562
3457,한국전력공사 광주전남지역본부,전남,77185630,632,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,100.05256999999999,100.0731
3458,한국전력공사 광주전남지역본부,전남,86075874,342,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,100.1384,100.1889
3459,한국전력공사 광주전남지역본부,전남,86850926,342,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,100.03038000000001,100.0918
3460,한국전력공사 광주전남지역본부,전남,86892828,343,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,99.52438000000001,99.5479
3461,한국전력공사 광주전남지역본부,전남,78739752,716,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,100.80060999999999,100.8034
3462,한국전력공사 광주전남지역본부,전남,72061878,713,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,99.51065,99.5252
3463,한국전력공사 광주전남지역본부,전남,77634568,342,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,100.62053,100.6385
3464,한국전력공사 광주전남지역본부,전남,75310009,343,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,100.17793,100.2219
3465,한국전력공사 광주전남지역본부,전남,76291510,343,11,4Q,101.16186,93.28509,96.78501177339902,1.7197717722848682,609,99.74162,99.7525
3466,한국전력공사 광주전남지역본부,여수,49457318,25,11,4Q,101.16186,93.28509,96.77880225328947,1.7143415262368007,608,100.5604,100.71
3467,전라남도 여수시,여수,48884000,98,11,4Q,101.93328000000001,97.83553,99.92469805084745,0.806258689597123,118,100.07885999999999,100.1171
3469,전라남도교육청 전라남도담양교육지원청,담양,33884000,52,11,4Q,101.35936,98.18434,99.82646484848486,0.8160276605955258,33,99.13712,99.2776
3470,한국농어촌공사 전남지역본부 광주지사,화순,37631000,61,11,4Q,100.7415,99.60167,99.99865000000001,0.5096199736404904,4,99.72436,99.7337
3471,전라남도교육청 전라남도광양교육지원청,광양,31977000,90,11,4Q,100.9123,98.43009,99.77836204545456,0.7079720288180464,44,99.67343000000001,99.6784
3472,전라남도교육청 전라남도광양교육지원청,광양,13420000,89,11,4Q,100.9123,98.43009,99.77836204545456,0.7079720288180464,44,99.42827,99.4395
3473,여수광양항만공사,전남,91619220,1021,11,4Q,101.14079,99.17415,100.1115925,0.6264904099995681,8,99.41882,99.4352
3477,전라남도교육청 전라남도해남교육지원청,해남,17215000,47,11,4Q,100.69627,98.74006,99.84746115384613,0.5212930322214316,26,100.23626999999999,100.2555
3478,한국전력공사 광주전남지역본부,전남,92261381,316,11,4Q,101.16186,93.28509,96.76884985148514,1.7076917004604872,606,98.95837,98.9688
3479,전라남도 보성군,전남,176550000,1042,11,4Q,101.16225,98.54791,99.74283205128205,0.6697275019508804,39,100.10002,100.1006
3480,국토교통부 익산지방국토관리청 순천국토관리사무소,전남,121704000,1046,11,4Q,100.96504,99.00726999999999,99.91522805555554,0.46871251970123856,36,100.07353,100.0758
3481,제1989부대,무안,49839220,43,11,4Q,99.35593,97.48219,98.4395605357143,0.3748778471275413,56,98.52051999999999,98.5313
3485,전라남도 광양시,광양,23540000,79,11,4Q,101.43307,97.76451,99.88609259259259,0.8254519372997705,81,99.8887,99.9142
3486,전라남도 고흥군,전남,277406000,1040,11,4Q,101.45200000000001,98.05379,99.92224238805969,0.7968636439230566,67,99.52852,99.5293
3490,한국전력공사 광주전남지역본부,전남,349545454,284,11,4Q,101.16186,93.28509,96.75385242122718,1.698226983187472,603,99.62534000000001,99.6272
3491,전라남도교육청 전라남도해남교육지원청,해남,37906000,49,11,4Q,100.69627,98.74006,99.83234519999998,0.5261947040079359,25,100.22536,100.3064
3492,한국전력공사 광주전남지역본부,해남,72714577,25,11,4Q,101.16186,93.28509,96.74890823920266,1.6952901494725687,602,99.73025,99.7337
3493,육군상무대근무지원단,전남,128556850,917,11,4Q,101.49575,97.72463,98.66104999999999,0.6877327447929645,44,98.49563,98.4958
3494,전라남도 여수시,여수,56507000,99,11,4Q,101.93328000000001,97.83553,99.92411316666667,0.7998438220777472,120,99.62084,99.6365
3495,전라남도교육청 전라남도나주교육지원청,전남,200255000,1047,11,4Q,102.01351,97.88075,99.75527921052634,0.7853942797724965,38,99.35878000000001,99.3633
3496,전라남도교육청 전라남도순천교육지원청,순천,28380000,103,11,4Q,101.64644,98.12038000000001,99.81340884615386,0.751570573971393,78,99.72788,99.7602
3497,전라남도,전남,26521000,1031,11,4Q,101.73653,97.97711,99.70223314814814,0.8110264473826089,54,101.33677,101.3684
3498,광주지방조달청,전남,142586000,1025,11,4Q,101.27775,98.6635,99.88869822222223,0.6018419882880114,90,99.30452,99.3079
3499,한국전력공사 광주전남지역본부,전남,123763238,314,11,4Q,101.16186,93.28509,97.29747131506849,1.9567883419566543,730,100.63320999999999,100.6341
3500,한국콘텐츠진흥원,광주/전남,31500000,49,11,4Q,0.0,0.0,0.0,0.0,0,100.10181999999999,
3501,전라남도교육청 전라남도영광교육지원청,영광,45546000,44,11,4Q,101.20518,98.42135999999999,99.8757086111111,0.6386369550228616,36,100.2554,100.2593
3502,전라남도 광양시,광양,51323000,86,11,4Q,101.43307,97.76451,99.8861243902439,0.8203407811829457,82,99.45510999999999,99.4681
3503,전라남도교육청 전라남도무안교육지원청,무안,23727000,44,11,4Q,100.72859,98.11528,99.77196833333332,0.631577222231735,30,99.04223,99.1178
3504,전라남도 강진군,강진,25810000,26,11,4Q,100.95136,98.4798,99.58205421052631,0.7664750022184218,19,100.44798,100.477
3506,전라남도교육청 전라남도해남교육지원청,해남,85525000,49,11,4Q,100.9471,98.74006,99.90061999999999,0.5468737543054591,28,99.84331999999999,99.861
3507,전라남도영암교육청,영암,18513000,49,11,4Q,101.25808,98.48855999999999,99.95392896551724,0.7223344790397368,29,100.92948,101.4818
3508,전라남도 보성군,보성,26290000,22,11,4Q,101.16225,98.54791,99.75176175,0.6634934906058588,40,100.53423000000001,100.5999
3509,전라남도영암교육청,영암,29370000,49,11,4Q,101.25808,98.48855999999999,99.97773178571427,0.7239147816280992,28,99.28745,99.3499
3510,전라남도 무안군,전남,143000000,1052,11,4Q,101.22651,98.20251,99.72327529411766,0.7507589310873934,34,99.7308,99.7309
3511,전라남도 완도군,전남,99528000,1051,11,4Q,101.25780999999999,97.92143,99.692578974359,0.6465043762411201,39,100.3993,100.3998
3512,전라남도 여수소방서,여수,20658000,96,11,4Q,0.0,0.0,0.0,0.0,0,100.32045,100.3565
3513,전라남도교육청,전남,111300000,1044,11,4Q,101.53076,97.97977,99.94607528301887,0.7286775371761895,106,99.0298,99.036
3514,전라남도 완도군,완도,37708000,22,11,4Q,101.25780999999999,97.92143,99.7114708108108,0.6583151975070667,37,99.23437,99.3154
3515,전라남도 장흥군,장흥,62568000,32,11,4Q,101.35777,97.9813,99.809575,0.8107121111016872,24,99.65381,99.7457
3516,전라남도 무안군,무안,23650000,43,11,4Q,101.22651,98.20251,99.7083006060606,0.7572253499039242,33,100.21744,100.2203
3518,해양수산부 목포지방해양수산청,전남,26620000,1011,11,4Q,100.60003,99.26302,99.90973466666668,0.4185575144617297,15,100.32925999999999,100.3295
3519,전라남도 여수시,여수,87780000,99,11,4Q,101.93328000000001,97.83553,99.92155410256412,0.8089997311859175,117,100.29254,100.3253
3522,전라남도 순천시,순천,28941000,105,11,4Q,101.69255,98.03514,99.7952956115108,0.7391922830037813,139,100.02011999999999,100.0544
3523,전라남도 순천시,순천,68397000,105,11,4Q,101.69255,98.03514,99.7952956115108,0.7391922830037813,139,99.78511,99.7967
3524,전라남도 순천시,전남,212894000,1049,11,4Q,101.69255,98.03514,99.7952956115108,0.7391922830037813,139,100.29352,100.2965
3525,전라남도 보성군,보성,32362000,23,11,4Q,101.16225,98.60155,99.77427736842104,0.6488849856346484,38,98.54791,98.6898
3526,한국농어촌공사 전남지역본부 광주지사,화순,39942000,61,11,4Q,100.7415,99.75534,100.13097666666668,0.5333916910051495,3,99.60167,99.6606
3528,전라남도교육청,전남,92257000,1068,11,4Q,101.53076,97.97977,99.94336524271844,0.7265760597228899,103,99.11627,99.1206
3529,전라남도교육청,전남,95128000,1061,11,4Q,101.53076,97.97977,99.94336524271844,0.7265760597228899,103,101.04856,101.0523
3530,전라남도 강진군,전남,97339000,1051,11,4Q,100.95136,98.4798,99.56723125,0.8282251163773845,16,100.0358,100.0358
3531,한국전력공사 광주전남지역본부,여수,50045592,24,10,4Q,100.89415,93.28509,96.71647937919464,1.6711200782248319,596,100.11581,100.1787
3533,한국전력공사 광주전남지역본부,전남,64106900,209,10,4Q,100.89415,93.28509,96.71247515966387,1.669662096590911,595,99.09899,99.1013
3535,전라남도교육청 전라남도구례교육지원청,구례,13365000,22,10,4Q,100.62776,98.17794,99.79262125,0.6484640774103583,16,99.58771999999999,99.6075
3536,국토교통부 익산지방국토관리청 순천국토관리사무소,전남,89749000,1040,10,4Q,100.96504,99.00726999999999,99.9262977142857,0.4707566768892393,35,99.52779,99.5302
3537,전라남도교육청,여수,80410000,101,10,4Q,101.53076,97.97977,99.94789583333333,0.7321180707360295,96,99.89155,99.9368
3538,전라남도교육청,광양,39787000,86,10,4Q,101.53076,97.97977,99.94789583333333,0.7321180707360295,96,100.61941999999999,100.6545
3539,전라남도교육청,순천,77792000,108,10,4Q,101.53076,97.97977,99.94789583333333,0.7321180707360295,96,99.36558000000001,99.3748
3540,전라남도교육청,순천,84964000,108,10,4Q,101.53076,97.97977,99.94789583333333,0.7321180707360295,96,98.6333,98.8114
3541,전라남도교육청,무안,33176000,41,10,4Q,101.53076,97.97977,99.94789583333333,0.7321180707360295,96,100.56335,100.7066
3542,전라남도교육청,고흥,33660000,29,10,4Q,101.53076,97.97977,99.94789583333333,0.7321180707360295,96,100.11638,100.1218
3543,전라남도 강진군,전남,315505000,1028,10,4Q,100.95136,98.4798,99.56257933333335,0.8570780499586669,15,99.63701,99.6377
3545,전라남도 담양군,담양,85701000,50,10,4Q,101.13252,98.49077,100.01563925925926,0.7334056733168043,27,98.94779,98.9545
3546,전라남도교육청 전라남도장흥교육지원청,장흥,36575000,29,10,4Q,100.63596,98.45388,99.76873318181819,0.5604533683961017,22,101.0436,101.1111
3547,전라남도 영암군,전남,141900000,1033,10,4Q,101.37612,98.51256,99.82758333333332,0.7336347030877932,30,100.37602,100.3768
3549,전라남도 순천시,순천,26455000,105,10,4Q,101.69255,98.03514,99.77723233576643,0.7281905285901,137,100.73124,100.8833
3550,전라남도교육청 전라남도무안교육지원청,무안,28512000,40,10,4Q,100.72859,98.11528,99.75938040000003,0.6043410052244244,25,100.39939,100.3998
3551,전라남도교육청 전라남도무안교육지원청,무안,14267000,40,10,4Q,100.72859,98.11528,99.74412000000001,0.6123988942071076,24,100.12563,100.1817
3552,전라남도 장성군,장성,25937000,65,10,4Q,101.48688,98.09334,99.80754260000002,0.7786316081036009,50,99.41915999999999,99.4728
3553,한국토지주택공사 광주전남지역본부,광주/전남,648413000,1200,10,4Q,100.78376,99.04746999999999,99.87497636363634,0.5187596829760261,22,99.52129000000001,99.5218
3554,전라남도 순천시,순천,51953000,104,10,4Q,101.69255,98.03514,99.76813963235294,0.7230343161995062,136,101.01384,101.0268
3555,전라남도교육청 전라남도영광교육지원청,영광,19063000,44,10,4Q,101.20518,98.42135999999999,99.90382685714285,0.6249423397815163,35,98.89157,98.9933
3556,전라남도 영암군 대불산단관리사업소,영암,37763000,47,10,4Q,100.59257,98.38729000000001,99.66292714285714,0.8415521128588157,7,99.06833,99.1853
3558,전라남도 목포시,전남,222610000,1039,10,4Q,101.26568,98.76365,99.83297363636365,0.6605669527116229,22,99.89426,99.8952
3559,전라남도교육청,전남,126830000,1053,10,4Q,101.53076,97.97977,99.95115484210527,0.7353016302646975,95,99.63829,99.6386
3561,전라남도 진도군,전남,475618000,973,10,4Q,100.93734,99.13856,99.81262799999999,0.7313992284108598,5,98.69100999999999,98.7006
3562,전라남도 화순군,전남,376156000,984,10,4Q,101.33776999999999,98.38954,100.20267100000001,0.8502497276552899,20,101.42401,101.4405
3565,한국가스공사 광주전남지역본부,광주/전남,118304472,1042,10,4Q,99.02868000000001,96.82065,97.99789750000001,0.9067171466109692,4,99.98254,99.9878
3566,한국전력공사 광주전남지역본부,전남,145386954,314,10,4Q,100.89415,93.28509,96.7081454882155,1.66772297977896,594,99.2843,99.2931
3567,전라남도 고흥군,전남,227186000,1040,10,4Q,101.45200000000001,98.05379,99.91273424242424,0.7991310651048243,66,100.54978,100.5531
3568,전라남도교육청 전라남도교육연구정보원,무안,20493000,42,10,4Q,0.0,0.0,0.0,0.0,0,99.40064,99.4719
3569,한국전력공사 광주전남지역본부,전남,42998022,755,10,4Q,100.89415,93.28509,96.69671408783783,1.6588656572298313,592,100.08547,100.0859
3570,한국지역난방공사 광주전남지사,전남,5683700,372,10,4Q,97.28903000000001,97.01156,97.150295,0.19620091857583707,2,97.17701,97.18
3571,전라남도교육청 전라남도화순교육지원청,화순,46255000,63,10,4Q,101.45173,98.63514,99.99144115384615,0.749931543826911,26,99.48383000000001,99.4891
3572,전라남도교육청 전라남도해남교육지원청,전남,117326000,1060,10,4Q,100.69627,98.74006,99.80998333333332,0.5252373768999616,24,100.36903000000001,100.3691
3573,재단법인 나주시농업농촌융복합산업진흥재단,나주,29799000,101,10,4Q,0.0,0.0,0.0,0.0,0,100.0479,100.1253
3575,전라남도교육청,장성,79145000,71,10,4Q,101.53076,97.97977,99.96594,0.7357295947162275,93,99.43356999999999,99.4673
3576,전라남도교육청,영광,29260000,45,10,4Q,101.53076,97.97977,99.96594,0.7357295947162275,93,99.09371999999999,99.1797
3577,전라남도 고흥군,고흥,25960000,34,10,4Q,101.45200000000001,98.05379,99.92956265625,0.8021743384458808,64,98.94289,99.0435
3578,전라남도 고흥군,고흥,63866000,33,10,4Q,101.45200000000001,98.05379,99.92956265625,0.8021743384458808,64,99.80556,99.8075
3579,전라남도,전남,116039000,1066,10,4Q,101.73653,97.97711,99.71400489795917,0.840141851636583,49,99.46831999999999,99.4685
3581,한국철도공사 회계통합센터,전남,39821000,23,10,4Q,100.74133,97.12189000000001,98.10954302083333,0.6762554469431287,96,100.39755,100.4033
3582,전라남도교육청 전라남도강진교육지원청,강진,27269000,25,10,4Q,101.56025,98.74799999999999,100.12404657142856,0.6988613980651289,35,100.00348000000001,100.0229
3583,전라남도교육청 전라남도화순교육지원청,화순,30943000,60,10,4Q,101.45173,98.63514,100.04799416666667,0.7509400871308868,24,99.09818,99.1979
3584,한국농어촌공사 전남지역본부 광주지사,화순,63866000,63,10,4Q,100.7415,99.89609,100.318795,0.5977951438829199,2,99.75534,99.7565
3585,광주지방조달청,전남,161932000,1025,10,4Q,101.27775,98.6635,99.87146207317072,0.596717491226087,82,99.75702,99.7585
3586,한국전력공사 광주전남지역본부,전남,98580666,232,10,4Q,100.89415,93.28509,96.69214336717428,1.6565357447013387,591,99.39801,99.4029
3587,전라남도교육청 전라남도영광교육지원청,영광,13255000,42,10,4Q,101.20518,98.42135999999999,99.9376105882353,0.6010244883527156,34,98.75518000000001,98.9302
3588,전라남도교육청 전라남도여수교육지원청,여수,23912000,97,10,4Q,101.55138000000001,98.37961,99.99468867469878,0.75682786404799,83,98.77111,98.7728
3589,전라남도교육청 전라남도영광교육지원청,영광,14201000,43,10,4Q,101.20518,98.42135999999999,99.94270848484848,0.6095963116538745,33,99.76938,99.794
3590,전라남도교육청 전라남도완도교육지원청,완도,23562000,23,10,4Q,100.77615,98.29731,99.5612057142857,0.6814193791973592,21,99.06098,99.2464
3591,한국철도공사 회계통합센터,광주/전남,242770000,33,10,4Q,100.74133,97.12189000000001,98.11836244680852,0.6807221195941116,94,97.69503,97.7412
3592,해양수산부 목포지방해양수산청 진도항로표지사무소,전남,113500000,1024,10,4Q,100.50027,100.50027,100.50027,,1,101.06129,101.0977
3595,한국철도공사 회계통합센터,광주/전남,42799000,27,10,4Q,100.74133,97.12189000000001,98.0927424175824,0.6716920027418984,91,99.21636,99.4339
3596,전라남도교육청 전라남도순천교육지원청,순천,21846000,105,10,4Q,101.64644,98.12038000000001,99.8042616,0.7500504814939434,75,101.09196,101.0997
3597,전라남도교육청 전라남도순천교육지원청,순천,11979000,105,10,4Q,101.64644,98.12038000000001,99.8042616,0.7500504814939434,75,99.36388000000001,99.3749
3598,전라남도교육청 전라남도순천교육지원청,순천,25905000,105,10,4Q,101.64644,98.12038000000001,99.8042616,0.7500504814939434,75,99.67043000000001,99.7045
3599,한국철도공사 회계통합센터,전남,132887000,26,10,4Q,100.74133,97.12189000000001,98.0927424175824,0.6716920027418984,91,98.25379000000001,98.3465
3600,전라남도교육청,전남,397782000,1005,10,4Q,101.53076,97.97977,99.97030608695654,0.7385486120852786,92,99.56426,99.5642
3601,목포해양대학교,전남,38269000,1075,10,4Q,100.38786,100.38786,100.38786,,1,100.13953000000001,100.1399
3603,한국항공우주연구원,전남,54800000,1063,10,4Q,99.609,99.609,99.609,,1,99.89635,99.8965
3604,전라남도 순천시,순천,38137000,103,10,4Q,101.69255,98.03514,99.76786977611941,0.7283781902998346,134,99.86784,99.8797
3605,전라남도 순천시,순천,44550000,105,10,4Q,101.69255,98.03514,99.76786977611941,0.7283781902998346,134,99.7046,99.7127
3606,전라남도교육청 전라남도신안교육지원청,신안,14575000,28,10,4Q,101.23017,98.09166,99.89401725,0.7195319858964858,40,101.12658,101.24700000000001
3607,전라남도교육청 전라남도여수교육지원청,여수,17600000,100,10,4Q,101.55138000000001,98.37961,100.00493609756097,0.7556695522282414,82,99.1544,99.2647
3608,전라남도교육청 전라남도곡성교육지원청,곡성,84018000,23,10,4Q,100.66942,98.8172,99.841868,0.6797285898683696,10,99.41003,99.4317
3609,전라남도교육청 전라남도목포교육지원청,목포,53531000,74,10,4Q,101.75605,98.06401,99.84720218749999,0.8030940792730298,64,101.16287,101.2131
3610,국토교통부 익산지방국토관리청 순천국토관리사무소,전남,73700000,1085,10,4Q,100.96504,99.00726999999999,99.92520176470586,0.47779079816900477,34,99.96356,99.9638
3611,광주지방조달청,전국/전남,3640357000,940,10,4Q,101.27775,98.6635,99.88175481481481,0.5930657205068237,81,99.03775,99.042
3612,법무부 광주지방교정청 목포교도소,전남,54403000,21,10,4Q,100.64385,99.44304,99.84807166666667,0.43862808849487445,6,100.87835,100.8823
3613,국립공원공단 무등산국립공원동부사무소,전남,192379000,1029,10,4Q,0.0,0.0,0.0,0.0,0,100.39301,100.3932
3614,전라남도 영암군 대불산단관리사업소,영암,59785000,47,10,4Q,100.59257,98.38729000000001,99.55753166666669,0.8697948129396156,6,100.2953,100.3118
3615,전라남도교육청 전라남도나주교육지원청,나주,24024000,101,10,4Q,102.01351,97.88075,99.79194972222223,0.7832555766596817,36,99.5596,99.5721
3616,전라남도 곡성군,곡성,30800000,23,10,4Q,101.08700999999999,99.15878000000001,100.02425166666666,0.5592787460781117,18,100.53141,100.8948
3617,해양수산부 여수지방해양수산청,전남,18000000,981,10,4Q,100.50296999999999,99.29751999999999,100.086115,0.430289063154063,6,99.82319,99.8279
3619,전라남도 완도군,완도,33277000,22,10,4Q,101.25780999999999,97.92143,99.71591694444446,0.667089826008973,36,99.55141,99.6054
3620,전라남도여수교육청 여도중학교,여수,20680000,98,10,4Q,100.66563000000001,99.8649,100.265265,0.5662016128995052,2,99.59659,99.6209
3622,한국전력공사 광주전남지역본부,전남,353580700,785,10,4Q,100.86272,93.28509,96.67195011904761,1.636266514432777,588,100.31976,100.3229
3623,(재)광주테크노파크,광주/전남,13326830,1206,10,4Q,100.509,99.37908,100.09719333333334,0.6241375105962871,3,99.78273,99.78399999999999
3624,한국전력공사 광주전남지역본부,해남,55389205,25,10,4Q,100.86272,93.28509,96.66025897610922,1.626675034996647,586,100.33713,100.4351
3625,한국전력공사 광주전남지역본부,해남,48088967,25,10,4Q,100.86272,93.28509,96.66025897610922,1.626675034996647,586,99.85778,99.884
3627,전라남도 장성군,장성,30587000,66,10,4Q,101.48688,98.09334,99.79785693877552,0.7836513413986157,49,100.28214,100.3242
3628,목포대학교,목포/무안/영암,63608000,167,10,4Q,101.24101,98.50738,100.05637066666667,0.7139426154957786,15,100.21129,100.2134
3629,전라남도 해남군,해남,56970000,49,10,4Q,102.16459,98.12079,99.85910963636361,0.8565894474405641,55,99.26105,99.3478
3630,한국전력공사 광주전남지역본부,여수,45103665,23,10,4Q,100.86272,93.28509,96.65467205128205,1.6224302907327708,585,99.92860999999999,99.9564
3631,전라남도 화순군,전남,99000000,1026,10,4Q,101.33776999999999,98.38954,100.25783578947369,0.8359681303422716,19,99.15454,99.1549
3634,전라남도교육청 전라남도고흥교육지원청,고흥,26521000,34,10,4Q,101.55696999999999,98.27005,99.91780254901961,0.702181371469915,51,100.51666,100.5274
3636,전라남도교육청 전라남도장성교육지원청,장성,45947000,67,10,4Q,101.1553,97.76652,99.83043342857142,0.7699877837722418,35,100.75538,100.7645
3638,전라남도 무안군,전남,206072000,1040,10,4Q,101.22651,98.20251,99.66996419354837,0.7644709261651663,31,100.48178,100.4833
3639,한국농어촌공사 전남지역본부 영암지사,전남,213070000,1033,10,4Q,100.94372,99.35025999999999,100.13041333333334,0.5415119450206094,9,100.383,100.3835
3640,전라남도 영광군,전남,137777000,1053,10,4Q,101.05801,98.49407,99.83201840000001,0.713361060401625,25,100.57854,100.58
3643,한국전력공사 광주전남지역본부,전남,145250600,869,10,4Q,100.86272,93.28509,96.64930366438355,1.6186125962975941,584,99.78981,99.7928
3646,전라남도교육청,신안,31152000,30,10,4Q,101.53076,97.97977,99.97237593406592,0.7423719559313138,91,99.78195,99.882
3649,전라남도 완도군,완도,39530000,23,10,4Q,101.25780999999999,97.92143,99.71766828571428,0.6767449035314546,35,99.65462,99.6634
3650,한국철도공사 회계통합센터,전남,15803000,25,10,4Q,100.74133,97.12189000000001,98.08723688888888,0.6733871063839458,90,98.58824,98.5996
3651,전라남도 해남군,해남,36291000,48,10,4Q,102.16459,98.12079,99.85533592592591,0.86417111070409,54,100.06289,100.0768
3652,전라남도 고흥군,고흥,57965000,34,10,4Q,101.45200000000001,98.05379,99.91588777777778,0.8010625794579879,63,100.79108000000001,100.8309
3653,전라남도교육청 전라남도구례교육지원청,구례,15114000,24,10,4Q,100.62776,98.17794,99.80182133333332,0.6701423584035462,15,99.65462,99.694
3654,전라남도교육청,전남,131898000,1044,10,4Q,101.53076,97.97977,99.95852433333334,0.7346103564216272,90,101.21902,101.2232
3655,전라남도 여수시,여수,28000000,85,10,4Q,101.93328000000001,97.83553,99.9296501724138,0.807735161747617,116,98.98241,99.0566
3656,전라남도,전남,105468000,1053,10,4Q,101.73653,97.97711,99.71789862745096,0.8262832349044008,51,99.84803000000001,99.84899999999999
3658,전라남도 광양시,광양,33792000,85,10,4Q,101.43307,97.76451,99.87122624999999,0.8196752930946558,80,101.0754,101.0822
3659,전라남도 무안군,무안,14300000,40,10,4Q,101.22651,98.20251,99.6953334375,0.7656101016229844,32,100.12325,100.1255
3660,전라남도 영암군,영암,81400000,50,10,4Q,101.37612,98.51256,99.84527483870967,0.727998547543749,31,99.14183,99.1537
3661,국토교통부 익산지방국토관리청 광주국토관리사무소,전남,54615000,1063,10,4Q,100.82777,98.75525999999999,100.072487,0.5995949924222987,20,98.82953,98.8461
3662,제1989부대,여수,7102780,52,10,4Q,99.35593,97.48219,98.44852181818182,0.3722304865820063,55,97.94669,97.9985
3663,한국토지주택공사 광주전남지역본부,전남,81568000,986,10,4Q,100.78376,99.04746999999999,99.8455025,0.5056499417516821,24,99.79771,99.7987
3664,한국토지주택공사 광주전남지역본부,전남,294212000,951,10,4Q,100.78376,99.04746999999999,99.8455025,0.5056499417516821,24,100.37829,100.3787
3665,전라남도,전남,157839000,1061,10,4Q,101.73653,97.97711,99.7090912,0.8322503760033496,50,100.15827,100.1601
