,project_owner,restriction,basic_price,competitors,bidding_month,bidding_quarter,max_target_rate,min_target_rate,mean_target_rate,std_target_rate,count_bidding,target_rate,winner_rate
9015,전라남도교육청 전라남도광양교육지원청,광양,12640000,82,7,3Q,100.9123,98.60936,99.88258464285715,0.675629190708116,28,100.44501,100.4772
9016,전라남도교육청 전라남도광양교육지원청,광양,16820000,83,7,3Q,100.9123,98.60936,99.88258464285715,0.675629190708116,28,98.80157,98.88600000000001
9017,전라남도교육청 전라남도광양교육지원청,광양,13330000,82,7,3Q,100.9123,98.60936,99.88258464285715,0.675629190708116,28,99.34114,99.3539
9018,전라남도교육청 전라남도광양교육지원청,광양,39130000,82,7,3Q,100.9123,98.60936,99.88258464285715,0.675629190708116,28,100.0589,100.0727
9019,전라남도목포교육청 목포혜인여자중학교,목포,11755000,78,7,3Q,98.99559,98.99559,98.99559,,1,99.47107,99.48200000000001
9020,전라남도 보성군,보성,67771000,25,7,3Q,101.16225,98.60155,99.74714911764706,0.6754654603302813,34,100.0716,100.333
9022,한국전력공사 광주전남지역본부,전남,76630704,114,7,3Q,100.86272,93.28509,96.56629605882353,1.559504307491088,510,94.38022,94.5144
9023,한국전력공사 광주전남지역본부,전남,105412271,351,7,3Q,100.86272,93.28509,96.56629605882353,1.559504307491088,510,95.31279,95.3168
9025,전라남도교육청 전라남도보성교육지원청,보성,14091000,24,7,3Q,100.66131,98.96173,99.75018000000001,0.5127454114516345,18,98.52689000000001,98.788
9026,전라남도교육청 전라남도영광교육지원청,영광,16764000,41,7,3Q,101.20518,98.64934000000001,100.05129666666666,0.5717924471142678,27,99.47953000000001,99.4948
9027,전라남도교육청 전라남도신안교육지원청,신안,53493000,32,7,3Q,101.23017,98.09166,99.87235576923075,0.7136065706433661,26,100.36135,100.3686
9028,전라남도교육청 전라남도여수교육지원청,여수,12780000,95,7,3Q,101.55138000000001,98.55945,99.95419534482758,0.7638900086163677,58,100.56924000000001,100.6018
9029,한국전력공사 광주전남지역본부,전남,488674641,328,7,3Q,100.86272,93.28509,96.56602237721022,1.5610262385084552,509,96.7056,96.7162
9030,전라남도교육청 전라남도순천교육지원청,순천,26620000,106,7,3Q,101.49006,98.12038000000001,99.679876875,0.7398523296078725,48,100.57663000000001,100.583
9031,전라남도교육청 전라남도순천교육지원청,순천,25927000,107,7,3Q,101.49006,98.12038000000001,99.679876875,0.7398523296078725,48,101.64644,101.8475
9032,전라남도교육청 전라남도순천교육지원청,순천,24552000,107,7,3Q,101.49006,98.12038000000001,99.679876875,0.7398523296078725,48,100.95510999999999,100.9647
9033,한국공항공사 무안지사,전남,144967900,924,7,3Q,100.51579,99.476,99.94326999999998,0.5278247653341,3,100.50454,100.505
9034,전라남도교육청 전라남도학생교육문화회관,여수,14410000,98,7,3Q,99.3142,98.03527,98.89020499999998,0.5962440244564313,4,101.83622,102.1449
9035,한국도로공사 보성지사,강진/고흥/보성/순천/영암/장흥,80943000,230,7,3Q,0.0,0.0,0.0,0.0,0,99.02175,99.0325
9036,한국토지주택공사 광주전남지역본부,전남,480631000,848,7,3Q,100.78376,99.04746999999999,99.87427823529411,0.5190103071500068,17,99.34253000000001,99.3436
9037,순천대학교,순천,61127000,108,7,3Q,100.66853,100.02277,100.39186666666667,0.3326551295761679,3,99.17130999999999,99.191
9038,한국전력공사 광주전남지역본부,전남,11427378,84,7,3Q,100.86272,93.28509,96.56830828402366,1.5630393277037626,507,96.69968,96.7042
9039,한국전력공사 광주전남지역본부,전남,409027341,310,7,3Q,100.86272,93.28509,96.56830828402366,1.5630393277037626,507,95.27341,95.2784
9040,전라남도교육청 전라남도영광교육지원청,영광,23386000,43,7,3Q,101.20518,98.64934000000001,100.04594307692307,0.5824256759090842,26,100.19049,100.2015
9041,전라남도교육청 전라남도영광교육지원청,영광,13233000,44,7,3Q,101.20518,98.64934000000001,100.0179844,0.576353289695073,25,100.74491,100.7503
9042,전라남도교육청 전라남도구례교육지원청,구례,48048000,23,7,3Q,100.26933000000001,98.56181,99.845226,0.7256108166434725,5,100.45959,100.5343
9043,전라남도 해남군,전남,121365000,1011,7,3Q,102.16459,98.39768000000001,99.84157326086955,0.8509659333984443,46,98.12079,98.1388
9045,전라남도 신안군,신안,70213000,34,7,3Q,101.38457,97.97369,99.7230660869565,0.8744723902415421,69,100.99557,113.4585
9046,전라남도교육청 전라남도목포교육지원청,목포,17822000,79,7,3Q,101.28147,98.62406999999999,99.88437933333333,0.6538485280086607,45,100.15823,100.1658
9047,전라남도교육청 전라남도신안교육지원청,신안,36685000,34,7,3Q,101.23017,98.09166,99.83255199999998,0.6982429559377358,25,100.86745,100.9558
9048,전라남도진도교육청 진도지산중학교,전남,177331000,992,7,3Q,0.0,0.0,0.0,0.0,0,98.26727,98.3013
9049,한국수자원공사 전남북부권지사,전남,37510000,76,7,3Q,0.0,0.0,0.0,0.0,0,99.77837,99.8336
9050,한국전력공사 광주전남지역본부,전남,109957160,734,7,3Q,100.86272,93.28509,96.56953324110671,1.564342505892222,506,95.94848,95.9514
9053,전라남도교육청,전남,187165000,1010,7,3Q,101.53076,97.97977,99.9283096153846,0.7760716755967109,78,100.35301,100.3532
9054,전라남도 고흥군,고흥,33858000,33,7,3Q,101.45200000000001,98.05379,99.89803703703703,0.7984415113646713,54,99.53792,99.5395
9055,전라남도교육청 전라남도광양교육지원청,전남,124036000,1019,7,3Q,100.9123,98.60936,99.91950407407408,0.6590890602435782,27,98.88576,98.8869
9057,전라남도,전남,97266400,1023,7,3Q,101.73653,97.97711,99.8501561111111,0.8121198132305298,36,100.23903,100.2404
9058,전라남도,전남,289025000,1003,7,3Q,101.73653,97.97711,99.8501561111111,0.8121198132305298,36,99.41977,99.4212
9060,전라남도영암교육청,영암,15796000,44,7,3Q,101.24923000000001,98.48855999999999,99.90427500000001,0.7017799841813829,22,100.59492,100.6694
9061,전라남도교육청 전라남도여수교육지원청,여수,13145000,99,7,3Q,101.55138000000001,98.55945,99.95424596491229,0.7706801774218198,57,99.95130999999999,99.97399999999999
9062,전라남도교육청 전라남도신안교육지원청,신안,17402000,34,7,3Q,101.23017,98.09166,99.82124125,0.7109172755967095,24,100.10401,100.2419
9063,전라남도교육청 전라남도고흥교육지원청,고흥,11550000,35,7,3Q,101.55696999999999,98.62262,99.94814,0.7329684052611738,28,99.4119,99.4779
9064,전라남도교육청 전라남도여수교육지원청,여수,12100000,99,7,3Q,101.55138000000001,98.55945,99.94116517857142,0.7712435172133406,56,100.68677,100.7088
9065,전라남도교육청 전라남도신안교육지원청,신안,48433000,34,7,3Q,101.23017,98.09166,99.79722782608694,0.7168735717617954,23,100.37355,100.4368
9066,전라남도교육청 전라남도영광교육지원청,영광,20669000,44,7,3Q,101.20518,98.64934000000001,100.05570041666668,0.5563427158136863,24,99.1128,99.2512
9068,전라남도교육청 전라남도해남교육지원청,해남,12309000,44,7,3Q,100.69627,98.74006,99.82308647058824,0.5399130195450593,17,99.80502,99.8843
9070,전라남도교육청 전라남도영광교육지원청,영광,10516000,44,7,3Q,101.20518,98.64934000000001,100.0496052173913,0.5680264237761337,23,100.19589,100.2355
9071,전라남도교육청 전라남도신안교육지원청,신안,20570000,34,7,3Q,101.23017,98.09166,99.83493499999999,0.7100141958859161,22,98.96767,99.0538
9072,전라남도교육청 전라남도고흥교육지원청,고흥,24453000,34,7,3Q,101.55696999999999,98.62262,99.97945407407407,0.7275945772584053,27,99.10266,99.1978
9073,전라남도 해남군,해남,44660000,45,7,3Q,102.16459,98.39768000000001,99.83918636363636,0.8556566207253469,44,100.63513,100.6373
9074,전라남도 해남군,해남,28446000,46,7,3Q,102.16459,98.39768000000001,99.83918636363636,0.8556566207253469,44,99.15304,99.2142
9075,전라남도영암교육청,영암,58388000,43,7,3Q,101.24923000000001,98.48855999999999,99.91080666666664,0.7184249409947684,21,99.76711,99.8654
9076,전라남도 광양시,전남,201245000,1012,7,3Q,101.43307,97.76451,99.9044666197183,0.8236600404240009,71,99.60651999999999,99.60799999999999
9077,전라남도교육청 전라남도자연탐구수련원,광양,12650000,76,7,3Q,99.4137,99.4137,99.4137,,1,99.26284,99.3716
9078,전라남도교육청 전라남도자연탐구수련원,무안,17633000,35,7,3Q,99.4137,99.4137,99.4137,,1,99.93930999999999,100.06299999999999
9079,전라남도교육청 전라남도목포교육지원청,목포,16873000,79,7,3Q,101.28147,98.62406999999999,99.87250325581395,0.665216494472078,43,99.92902,99.9472
9080,전라남도교육청 전라남도무안교육지원청,무안,50149000,35,7,3Q,100.72859,98.11528,99.7448681818182,0.640671413014254,22,99.68139000000001,99.7284
9081,전라남도순천교육청 순천매산중학교,순천,10450000,99,7,3Q,0.0,0.0,0.0,0.0,0,99.18755,99.2538
9082,전라남도교육청 전라남도고흥교육지원청,고흥,19547000,34,7,3Q,101.55696999999999,98.62262,99.99681538461537,0.7362784035253532,26,99.52806,99.6088
9083,한국농어촌공사 전남지역본부 고흥지사,고흥,27104000,34,7,3Q,100.62204,99.17362,99.89783,1.0241876040062183,2,99.67523,99.8007
9084,전라남도,전남,46476000,1021,7,3Q,101.73653,97.97711,99.815022,0.7957330956671363,35,101.07985,101.0799
9085,전라남도교육청 전라남도영광교육지원청,영광,62788000,45,7,3Q,101.20518,98.64934000000001,100.03182363636364,0.5748042722241185,22,100.4408,100.4857
9086,한국전력공사 광주전남지역본부,전남,224052995,337,7,3Q,100.86272,93.28509,96.57178867326733,1.565069918771324,505,95.43054000000001,95.4523
9087,전라남도교육청 전라남도장흥교육지원청,장흥,51359000,27,7,3Q,100.5841,98.45388,99.6528676923077,0.5890912700529218,13,100.22785,100.258
9088,전라남도교육청 전라남도무안교육지원청,무안,49060000,33,7,3Q,100.70679,98.11528,99.69802428571431,0.616679295514059,21,100.72859,100.7719
9089,전라남도교육청 전라남도광양교육지원청,광양,12340000,74,7,3Q,100.9123,98.60936,99.95918679999998,0.637026543558168,25,98.70806,98.7693
9090,전라남도교육청 전라남도광양교육지원청,광양,17640000,79,7,3Q,100.9123,98.60936,99.95918679999998,0.637026543558168,25,100.13888,100.1416
9092,한국수력원자력(주) 한빛원자력본부,고창/영광,165208250,58,7,3Q,100.53194,98.60148000000001,99.68866833333334,0.7359454139110213,6,100.62935999999999,100.6306
9093,전라남도,전남,201300000,994,7,3Q,101.73653,97.97711,99.8409338235294,0.7925697853224997,34,98.93401999999999,98.9354
9094,한국전력공사 광주전남지역본부,전남,52095708,114,7,3Q,100.86272,93.28509,96.57344803571429,1.5661801450057553,504,95.73546999999999,95.75
9098,한국철도시설공단,전남,540999877,117,7,3Q,101.36836,99.50554,100.35143333333332,0.7533088329370337,15,98.84846999999999,99.0859
9100,전라남도 순천시,전남,126090000,1012,7,3Q,101.56787,98.03514,99.7528893277311,0.6859621638250505,119,100.66006,100.6632
9101,전라남도 신안군,신안,83710000,34,7,3Q,101.38457,97.97369,99.74876106060606,0.8806250409167491,66,99.65482,99.6889
9102,전라남도 신안군,신안,50765000,34,7,3Q,101.38457,97.97369,99.74876106060606,0.8806250409167491,66,98.57805,98.5881
9103,전라남도 신안군,신안,23419000,33,7,3Q,101.38457,97.97369,99.74876106060606,0.8806250409167491,66,99.24046,99.3395
9104,전라남도교육청 전라남도목포교육지원청,목포,29243000,80,7,3Q,101.28147,98.62406999999999,99.8461592857143,0.6501814521980811,42,100.97895,101.0215
9105,전라남도 영암군,전남,97912000,1009,7,3Q,101.37612,98.62666999999999,99.93236079999998,0.7002659857447038,25,98.51256,98.5246
9106,전라남도교육청 전라남도목포교육지원청,목포,45436000,80,7,3Q,101.28147,98.62406999999999,99.86991707317073,0.639535379155228,41,98.87209,98.8847
9107,전라남도교육청 전라남도담양교육지원청,담양,29502000,54,7,3Q,101.35936,98.18434,99.77414655172413,0.8446471208239895,29,100.35828000000001,100.3621
9108,한국농어촌공사 전남지역본부 진도지사,전남,15737000,907,7,3Q,0.0,0.0,0.0,0.0,0,99.73644,99.7434
9110,전라남도,전남,54582000,741,7,3Q,101.73653,97.97711,99.82650484848483,0.8003107088426725,33,100.31709000000001,100.319
9111,전라남도 화순군,전남,94710000,982,7,3Q,101.33776999999999,99.10154,100.41781818181818,0.6878228045480629,11,100.82055,100.8215
9112,전라남도교육청,장성,12628000,62,7,3Q,101.53076,97.97977,99.9419051948052,0.771754411089316,77,98.88145,99.0483
9113,전라남도교육청,영광,16148000,42,7,3Q,101.53076,97.97977,99.93281328947369,0.7727201117203014,76,100.63289,100.6749
9114,전라남도교육청,무안,13255000,32,7,3Q,101.53076,97.97977,99.93472400000002,0.7777429070923323,75,99.78950999999999,99.8101
9115,전라남도교육청,강진,22517000,21,7,3Q,101.53076,97.97977,99.95098,0.7820729579475162,73,99.3355,99.4135
9116,전라남도교육청,전남,388762000,964,7,3Q,101.53076,97.97977,99.95098,0.7820729579475162,73,99.34725999999999,99.3473
9117,전라남도영암교육청,영암,33814000,45,7,3Q,101.24923000000001,98.48855999999999,99.92428,0.7343613415106124,20,99.64134,99.6589
9118,전라남도교육청,장흥,45870000,27,7,3Q,101.53076,97.97977,99.95220704225352,0.7785503329419261,71,99.01182,99.2053
9119,전라남도교육청,전남,201785000,1018,7,3Q,101.53076,97.97977,99.95220704225352,0.7785503329419261,71,100.80301999999999,100.8238
9120,전라남도교육청,광양,27665000,81,7,3Q,101.53076,97.97977,99.94161371428571,0.7790008189186061,70,100.69374,100.7523
9122,전라남도교육청,전남,157970000,1019,7,3Q,101.53076,97.97977,99.92405235294117,0.7663960908083505,68,99.59403,99.5942
9123,전라남도교육청,목포,30822000,78,7,3Q,101.53076,97.97977,99.92702164179104,0.7717861031921974,67,99.72511,99.7265
9124,전라남도교육청 전라남도여수교육지원청,여수,58201000,103,7,3Q,101.55138000000001,98.55945,99.952126,0.7739375150479003,55,99.33832,99.3497
9125,전라남도교육청,목포,33066000,79,7,3Q,101.53076,97.97977,99.9270534848485,0.7777002150868486,66,99.92492,99.9405
9126,전라남도교육청,전남,171292000,1005,7,3Q,101.49826,97.97977,99.90238107692308,0.7572741382277026,65,101.53076,101.5359
9127,전라남도교육청,전남,225200000,1008,7,3Q,101.49826,97.97977,99.90718359375,0.7622622634233318,64,99.59501999999999,99.5987
9128,제1989부대,무안,13193990,31,7,3Q,99.35593,97.7947,98.47491808510638,0.3572434682315117,47,98.60268,98.6035
9129,한국전력공사 광주전남지역본부,전남,113220572,307,7,3Q,100.86272,93.28509,96.57426984095427,1.567630530605356,503,96.16008000000001,96.1659
9131,경찰청 전라남도지방경찰청,전남,23334000,969,7,3Q,100.79323000000001,98.80513,99.67799857142857,0.567419964181425,14,99.04817,99.0581
9132,한국전력공사 광주전남지역본부,전남,604921875,279,7,3Q,100.86272,93.28509,96.57484460159363,1.5691411993798894,502,96.28574,96.302
9133,경찰청 전라남도지방경찰청,전남,15664000,895,7,3Q,100.79323000000001,98.80513,99.71560923076922,0.5721378167373896,13,99.18906,99.1925
9134,전라남도교육청 벌교여자고등학교,보성,29953000,24,7,3Q,0.0,0.0,0.0,0.0,0,99.77389000000001,99.8194
9136,전라남도교육청 전라남도여수교육지원청,여수,36190000,100,7,3Q,101.55138000000001,98.55945,99.95485754716982,0.7464063417750049,53,98.58289,98.6792
9137,해양수산부 여수지방해양수산청,전남,117590000,959,7,3Q,100.50296999999999,99.29751999999999,100.033682,0.45914779882952833,5,100.34828,100.3489
9138,전남개발공사,전남,260414000,981,7,3Q,100.38954,99.03326,99.91738,0.46233385943252836,10,101.34651,101.3635
9140,전라남도 순천시,전국/전남,628694000,1073,7,3Q,101.56787,98.03514,99.75009447154473,0.7086103117233495,123,99.33575,99.336
9141,전라남도교육청,전남,247940000,1007,7,3Q,101.53076,97.97977,99.93658925,0.7680939037771901,80,100.23326999999999,100.2345
9142,전라남도교육청 전라남도나주교육지원청,나주,66146000,101,7,3Q,100.41035,97.88075,99.57328192307695,0.6316667906928081,26,99.03931999999999,99.0555
9143,전라남도교육청 한영고등학교,여수,21890000,96,7,3Q,0.0,0.0,0.0,0.0,0,100.2902,100.3083
9144,전라남도여수교육청 여도초등학교,여수,28490000,96,7,3Q,0.0,0.0,0.0,0.0,0,98.616,98.6434
9146,전라남도교육청 영산성지고등학교,영광,23903000,44,7,3Q,99.71741,99.71741,99.71741,,1,100.81339,100.87
9147,한국농어촌공사 전남지역본부 강진지사,강진,83314000,22,7,3Q,100.31477,98.67703,99.90259666666667,0.6094959328056786,6,100.85306,101.1531
