입찰공고번호,업무,업종코드,업종명,공고명,공고기관,수요기관,WTO품목번호,게시일시,입찰개시일시,입찰마감일시,예가방법,추첨번호공개여부,지역제한,참가가능지역,추정가격,기초금액,A값
20201003786-00,공사,0035,시설물유지관리업,강릉교육문화관 환경개선공사,강원도교육청,강원도교육청,건설공사,2020/10/06 22:08,2020/10/07 10:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[강원도],242943636,267238000,13132191
20201003695-00,공사,0035,시설물유지관리업,충남교통연수원 후생관동 등 내부개선공사,충청남도 종합건설사업소,충청남도 종합건설사업소,건설공사,2020/10/06 20:12,2020/10/07 11:00:00,2020/10/12 11:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[충청남도],121095180,133204698,0
20201003680-00,공사,0035,시설물유지관리업,상당초등학교 등 8교 보차도정비공사 및 기타공사,부산광역시교육청 부산광역시해운대교육지원청,부산광역시교육청 부산광역시해운대교육지원청,건설공사,2020/10/06 20:00,2020/10/08 10:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[부산광역시],68227274,75050000,0
20201003673-00,공사,0035,시설물유지관리업,양운초등학교 등 9교 보차도분리 및 기타공사,부산광역시교육청 부산광역시해운대교육지원청,부산광역시교육청 부산광역시해운대교육지원청,건설공사,2020/10/06 19:56,2020/10/08 10:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[부산광역시],72136520,79350000,0
20201003552-00,공사,0035,시설물유지관리업,선부초 외벽개선공사,경기도교육청 경기도안산교육지원청,경기도교육청 경기도안산교육지원청,건설공사,2020/10/06 19:37,2020/10/07 10:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,공고서 참조,,1195067274,1314574000,41323974
20201002788-00,공사,0035,시설물유지관리업,대전관저초병설유 등 2교(진잠초유) 내부수선 및 기타공사,대전광역시교육청 대전광역시서부교육지원청,대전광역시교육청 대전광역시서부교육지원청,건설공사,2020/10/06 19:37,2020/10/08 10:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[대전광역시],151244545,166369000,0
20201003515-00,공사,0035,시설물유지관리업,해리중 외 1교(공음중) 외부계단보수 및 기타 공사,전라북도교육청 전라북도고창교육지원청,전라북도교육청 전라북도고창교육지원청,건설공사,2020/10/06 18:10,2020/10/07 10:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라북도],90870000,99957000,0
20201001803-00,공사,0035,시설물유지관리업,2020년 국가어항(보옥항 등 6개항) 유지보수공사,한국어촌어항공단,한국어촌어항공단,건설공사,2020/10/06 17:57,2020/10/07 10:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라남도],99809901,109790000,3469671
20201003423-00,공사,0035,시설물유지관리업,"1기동단 신관 1,2층 석면해체 및 건축설비 공사",경찰청 서울특별시지방경찰청 기동단 1기동대,경찰청 서울특별시지방경찰청 기동단 1기동대,건설공사,2020/10/06 17:46,2020/10/06 17:50:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[서울특별시],142040000,156244000,10701250
20201003395-00,공사,0035,시설물유지관리업,마을창고 활용 청년창업공간 보강공사,충청남도 당진시,충청남도 당진시,건설공사,2020/10/06 17:26,2020/10/06 23:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[충청남도 당진시],40450000,44495000,0
20201002887-00,공사,0035,시설물유지관리업,2020 장애인편의시설 설치공사,충청남도 예산군,충청남도 예산군,건설공사,2020/10/06 17:26,2020/10/06 18:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[충청남도 예산군],25123636,27636000,0
20201003364-00,공사,0035,시설물유지관리업,"[긴급]경일중,고등학교 외벽 및 지붕개선공사(장기계속, 총차)",서울특별시교육청 서울특별시성동광진교육지원청,서울특별시교육청 서울특별시성동광진교육지원청,건설공사,2020/10/06 17:23,2020/10/12 10:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,공고서 참조,,2725545454,2998100000,125935188
20201003371-00,공사,0035,시설물유지관리업,제주 동문공설시장 청년몰 기반조성사업 (건축),제주동문공설시장 청년몰조성사업단,제주동문공설시장 청년몰조성사업단,건설공사,2020/10/06 17:22,2020/10/12 10:00:00,2020/10/14 15:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[제주특별자치도         ],718990000,790889000,38854421
20201002636-00,공사,0035,시설물유지관리업,매산유 외 37교 시설물 보수공사,경기도교육청 경기도수원교육지원청,경기도교육청 경기도수원교육지원청,건설공사,2020/10/06 16:51,2020/10/06 17:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경기도 수원시],87388182,96127000,0
20201002626-00,공사,0035,시설물유지관리업,구운초 외 48교 시설물 보수공사,경기도교육청 경기도수원교육지원청,경기도교육청 경기도수원교육지원청,건설공사,2020/10/06 16:47,2020/10/06 17:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경기도 수원시],123982728,136381000,0
20201002565-00,공사,0035,시설물유지관리업,권선초 외 68교 시설물 보수공사,경기도교육청 경기도수원교육지원청,경기도교육청 경기도수원교육지원청,건설공사,2020/10/06 16:41,2020/10/06 17:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경기도 수원시],107846364,118631000,0
20201000639-00,공사,0035,시설물유지관리업,금성초등학교 외벽개선공사 입찰 공고,경상남도교육청 경상남도진주교육지원청,경상남도교육청 경상남도진주교육지원청,건설공사,2020/10/06 16:19,2020/10/06 20:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경상남도],350120000,385132000,22295186
20201002656-00,용역,0035,시설물유지관리업,사직중학교 옹벽 정밀점검 용역,부산광역시교육청 부산광역시동래교육지원청,부산광역시교육청 부산광역시동래교육지원청,,2020/10/06 16:19,2020/10/08 09:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[부산광역시],12190000,13409000,0
20201001505-00,공사,0035,시설물유지관리업,분자생물 음압검사실 설치공사,부산광역시의료원,부산광역시의료원,건설공사,2020/10/06 14:56,2020/10/06 18:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[부산광역시],123156364,135472000,0
20201002817-00,공사,0035,시설물유지관리업,지하도상가 환경정비공사(건축),강원도 춘천시,강원도 춘천시,건설공사,2020/10/06 14:56,2020/10/08 09:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[강원도],542102727,596313000,30054761
20201002803-00,용역,0035,시설물유지관리업,중리교 외 1개교(죽암교) 정밀안전점검용역,경상남도 도로관리사업소,경상남도 도로관리사업소,,2020/10/06 14:38,2020/10/07 10:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경상남도],47181818,51900000,0
20200910639-00,공사,0035,시설물유지관리업,전주송북초 샤워실 및 탈의실 수선공사,전라북도전주교육청 전주송북초등학교,전라북도전주교육청 전주송북초등학교,건설공사,2020/10/06 14:38,2020/10/07 10:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라북도],56301818,61932000,0
20201002706-00,공사,0035,시설물유지관리업,고명중학교 석면해체공사,서울특별시성북교육청 고명중학교,서울특별시성북교육청 고명중학교,건설공사,2020/10/06 14:11,2020/10/07 14:00:00,2020/10/13 14:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[서울특별시],44081818,48490000,0
20201001645-00,용역,0035,시설물유지관리업,화정남초 등 6교 제3종 시설물 정기안전점검 용역 수의계약 안내공고,광주광역시교육청 광주광역시서부교육지원청,광주광역시교육청 광주광역시서부교육지원청,,2020/10/06 14:09,2020/10/08 10:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[광주광역시],15850000,17435000,0
20201001642-00,용역,0035,시설물유지관리업,화운유치원 등 8교 제3종 시설물 정기안전점검 용역 수의계약 안내공고,광주광역시교육청 광주광역시서부교육지원청,광주광역시교육청 광주광역시서부교육지원청,,2020/10/06 13:56,2020/10/08 10:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[광주광역시],16910000,18601000,0
20201001636-00,용역,0035,시설물유지관리업,운천초 등 7교 제3종 시설물 정기안전점검 용역 수의계약 안내공고,광주광역시교육청 광주광역시서부교육지원청,광주광역시교육청 광주광역시서부교육지원청,,2020/10/06 13:48,2020/10/08 10:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[광주광역시],16600000,18260000,0
20201002519-01,공사,0035,시설물유지관리업,목포덕인고등학교 무한상상실 및 온라인 학습카페 구축 리모델링 공사,전라남도교육청 목포덕인고등학교,전라남도교육청 목포덕인고등학교,건설공사,2020/10/06 13:42,2020/10/06 14:00:00,2020/10/12 15:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라남도 목포시],51145455,56260000,0
20201002536-01,공사,0035,시설물유지관리업,숭의중 내진보강공사,광주광역시교육청 광주광역시서부교육지원청 숭의중학교,광주광역시교육청 광주광역시서부교육지원청 숭의중학교,건설공사,2020/10/06 13:39,2020/10/06 15:00:00,2020/10/15 14:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[광주광역시],290633936,319697330,13338100
20201001631-00,용역,0035,시설물유지관리업,광주중 등 8교 제3종 시설물 정기안전점검 용역 수의계약 안내공고,광주광역시교육청 광주광역시서부교육지원청,광주광역시교육청 광주광역시서부교육지원청,,2020/10/06 13:38,2020/10/08 10:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[광주광역시],15570000,17127000,0
20201002488-00,공사,0035,시설물유지관리업,함양군보건소 개보수공사,경상남도 함양군 보건소,경상남도 함양군 보건소,건설공사,2020/10/06 11:56,2020/10/06 14:00:00,2020/10/14 12:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경상남도 함양군],118347273,130182000,0
20201002482-00,공사,0035,시설물유지관리업,"여성회관 옥상방수 및 조리실 개보수 공사(건축,기계)",강원도 양양군,강원도 양양군,건설공사,2020/10/06 11:47,2020/10/07 10:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[강원도 양양군],73742727,81117000,0
20201002351-00,공사,0035,시설물유지관리업,내장상동내장출장소내진보강공사,전라북도 정읍시,전라북도 정읍시,건설공사,2020/10/06 10:55,2020/10/08 09:00:00,2020/10/12 14:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라북도 정읍시],57378182,63116000,0
20201002197-00,공사,0035,시설물유지관리업,정읍시의회관내진보강공사,전라북도 정읍시,전라북도 정읍시,건설공사,2020/10/06 10:51,2020/10/08 09:00:00,2020/10/12 14:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라북도 정읍시],30959091,34055000,0
20201002175-00,용역,0035,시설물유지관리업,4호선 건축시설물 하반기 정기안전점검 용역,부산교통공사,부산교통공사,,2020/10/06 10:27,2020/10/07 09:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[부산광역시],27731818,30190000,0
20201002265-00,공사,0035,시설물유지관리업,거문도등대 선착장 태풍피해 복구공사,해양수산부 여수지방해양수산청,해양수산부 여수지방해양수산청,건설공사,2020/10/06 10:25,2020/10/06 17:00:00,2020/10/15 14:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라남도],69545455,76500000,3142125
20201002256-00,공사,0035,시설물유지관리업,석천중 외 1교(중흥중) 보차도분리 개선공사,경기도교육청 경기도부천교육지원청,경기도교육청 경기도부천교육지원청,건설공사,2020/10/06 10:22,2020/10/07 11:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경기도 부천시]  [경기도 광명시],92945455,102240000,0
20201001226-00,공사,0035,시설물유지관리업,화순오성초외 1교(화순제일초) 계단바닥 보수공사,전라남도교육청 전라남도화순교육지원청,전라남도교육청 전라남도화순교육지원청,건설공사,2020/10/06 10:19,2020/10/07 09:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라남도 화순군],40468182,44515000,0
20201002184-00,공사,0035,시설물유지관리업,123번 우수박스 정비공사(일부특허),경기도 안산시,경기도 안산시,건설공사,2020/10/06 10:17,2020/10/07 10:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경기도 안산시],136030000,149633000,0
20201001133-00,공사,0035,시설물유지관리업,대구일과학고등학교 외 1교(대구공고) 환경개선공사,대구광역시교육청,대구광역시교육청,건설공사,2020/10/06 10:05,2020/10/12 10:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[대구광역시],51550000,56705000,2607233
